DIA,MES,ANO,SRAD,TMAX,TMIN,RAIN,EVAP,WIND,SUNH,RHUM
23,ABR,1987,13.40,30.2,18.6,  0.00, 5.17,153.6,61.06,74.4
24,ABR,1987,14.70,28.8,17.0,  0.00, 5.13,295.2,84.07,71.9
25,ABR,1987,18.00,28.0,17.2,  0.00, 6.01,343.2,84.96,  68
26,ABR,1987,14.80,26.4,13.2,  0.00, 3.86,268.8,81.25,67.7
27,ABR,1987,14.70,26.8,14.2,  0.00, 6.25,340.8,68.75,69.8
28,ABR,1987,14.30,28.9,16.9,  0.00, 4.12,249.6,52.68,67.8
29,ABR,1987, 8.70,25.4,17.6,  0.00, 2.59,  108,14.29,77.4
30,ABR,1987,11.00,27.7,17.2,  0.00, 2.68,115.2,30.36,75.5
1,MAI,1987,12.90,28.5,14.6,  0.00, 3.38,153.6,   75,75.4
2,MAI,1987,12.20,28.9,15.0,  0.00, 2.62,151.2,48.65,71.8
3,MAI,1987,11.60,29.8,15.0,  0.00, 4.42,163.2,87.39,71.8
4,MAI,1987,10.00,29.0,15.2, 11.30, 5.03,  156,21.62,81.8
5,MAI,1987, 5.80,27.2,16.0, 14.70, 1.94,141.6,19.82,  91
6,MAI,1987,14.50,29.2,18.2,  0.40, 3.69,187.2,81.08,77.9
7,MAI,1987,10.10,28.4,19.2,  0.00, 2.41,225.6,34.55,80.2
8,MAI,1987, 7.30,29.8,21.2,  8.20, 5.29,268.8,29.09,85.4
9,MAI,1987,11.40,24.8,16.0,  0.00, 3.07,  228,56.36,77.2
10,MAI,1987,14.10,23.4,12.6,  0.00, 3.26,273.6,57.27,74.4
11,MAI,1987, 3.10,20.6,12.9, 68.00,  -99,199.2,10.91,92.6
12,MAI,1987,13.70,29.4,15.6,  0.00, 2.25,153.6,78.18,  80
13,MAI,1987,13.50,29.9,16.9,  0.00, 3.89,196.8,91.74,70.9
14,MAI,1987,11.70,28.6,17.4,  0.00, 4.27,  288,68.81,65.5
15,MAI,1987, 8.70,27.8,19.4, 30.40,  -99,242.4,30.28,82.9
16,MAI,1987,12.10,25.9,16.0,  0.00, 2.58,196.8,47.71,82.9
17,MAI,1987, 7.20,20.6,13.2, 13.80, 3.61,139.2,11.93,92.7
18,MAI,1987, 8.10,24.4,13.9,  6.40, 3.06,  120,11.01,87.7
19,MAI,1987, 9.00,27.4,15.8, 21.70,  -99,  156,40.37,90.1
20,MAI,1987,12.00,29.2,17.8, 13.80, 5.28,283.2,65.74,81.8
21,MAI,1987, 4.60,22.6,18.2,  0.40, 1.95,333.6,10.19,87.7
22,MAI,1987,11.10,21.6,10.6,  0.00, 2.04,127.2,88.89,75.1
23,MAI,1987,14.50,24.9, 9.8,  0.00, 2.42,127.2,87.04,73.9
24,MAI,1987, 4.00,18.0,10.6,  6.20, 0.15,187.2, 1.85,89.9
25,MAI,1987, 7.70,17.6,12.8,  0.00, 2.77,333.6,24.07,77.3
26,MAI,1987,17.00,21.2, 5.4,  0.00, 2.48,  240,92.59,69.3
27,MAI,1987,12.80,24.2, 6.6,  0.00, 2.31,   60,83.33,78.4
28,MAI,1987, 3.40,17.6, 7.6,  4.60,    0, 93.6,  2.8,93.8
29,MAI,1987, 6.30,19.9,12.2,  0.00, 2.09,182.4,16.82,82.2
30,MAI,1987,13.40,21.2, 8.4,  0.00, 2.68,220.8,90.65,75.6
31,MAI,1987,13.10,23.9, 8.2,  0.00, 2.11,151.2,57.94,78.5
1,JUN,1987,13.50,27.0, 8.2,  0.00, 3.87,165.6,90.65,  72
2,JUN,1987,10.40,26.2,11.4,  0.00, 1.11,  132,59.81,80.1
3,JUN,1987,10.80,27.2,11.4,  0.00, 2.94,  168,58.88,  77
4,JUN,1987,11.90,28.0,11.9,  0.00, 2.82,194.4, 72.9,76.3
5,JUN,1987,12.40,28.0,12.2,  0.00, 3.13,194.4, 78.5,72.7
6,JUN,1987,10.20,25.9,12.0, 19.70, 5.46,297.6, 48.6,79.9
7,JUN,1987, 8.50,22.6,12.2,  0.00, 1.44,213.6,20.56,81.4
8,JUN,1987, 9.80,24.9,12.2,  0.00, 2.39,177.6,40.57,82.7
9,JUN,1987,12.00,25.6,11.6,  0.00, 1.89, 86.4,64.15,79.1
10,JUN,1987, 8.80,24.2,10.4,  0.00, 2.24,139.2,50.94,84.9
11,JUN,1987,14.00,28.0, 9.9,  0.00, 3.73,220.8,83.02,67.8
12,JUN,1987,12.00,29.4,10.0,  0.00, 3.12,237.6,83.96,62.9
13,JUN,1987,10.90,30.0,12.8, 16.80, 6.13,295.2,76.42,72.7
14,JUN,1987, 6.40,24.8,17.2, 37.90,  -99,  252,30.19,91.5
15,JUN,1987, 5.90,25.5,16.8, 20.80, 4.29,283.2,11.32,90.2
16,JUN,1987, 5.90,17.8,14.2,  0.40, 1.94,268.8,15.09,87.7
17,JUN,1987,10.60,18.6, 6.8,  0.00, 1.22,100.8,46.23,84.7
18,JUN,1987,13.30,19.4, 5.6,  0.00, 1.69,127.2,70.75,  80
19,JUN,1987,12.80,21.4, 3.8,  0.00, 1.55,146.4,59.43,79.5
20,JUN,1987,13.20,23.2, 3.8,  0.00, 2.34,148.8,72.64,67.2
21,JUN,1987,13.60,26.0, 3.9,  0.00,  2.5,194.4,85.85,69.7
22,JUN,1987,11.90,28.6, 5.2, 24.90,  -99,242.4,79.25,71.9
23,JUN,1987, 5.90,21.6,15.4,  2.20, 5.17,297.6,16.98,80.3
24,JUN,1987, 8.10,16.0,10.2,  0.00, 1.59,268.8, 3.77,78.4
25,JUN,1987,13.30,22.2, 5.8,  0.00, 2.19,124.8,74.53,75.2
26,JUN,1987,12.00,23.5, 5.8,  0.00, 1.91,134.4,61.32,77.9
27,JUN,1987,11.90,22.7, 7.4,  0.00, 1.73,124.8,64.15,  77
28,JUN,1987,13.10,23.9, 6.4,  0.00, 3.04,182.4,70.75,73.4
29,JUN,1987,13.70,25.4, 6.9,  0.00, 4.05,189.6,88.68,77.5
30,JUN,1987,13.10,26.4, 8.2,  0.00, 2.37,182.4,87.74,71.1
1,JUL,1987,13.50,27.2, 8.2,  0.00, 2.89,187.2, 78.3,69.6
2,JUL,1987,12.80,27.4, 9.4,  0.00, 2.87,194.4,91.51,72.9
3,JUL,1987,12.00,28.5, 9.0,  0.00, 2.33,211.2,70.75,73.2
4,JUL,1987,10.30,29.4,10.5,  0.00, 2.87,  168,53.77,69.5
5,JUL,1987,10.40,24.0,12.7,  0.00, 4.42,225.6,46.23,70.6
6,JUL,1987,12.60,27.0,11.9,  0.00, 3.64,259.2,86.92, -99
7,JUL,1987,12.90,27.9,12.2,  0.00,    4,249.6,89.72,64.2
8,JUL,1987, 9.50,27.6,13.4,  9.20, 3.71,249.6,55.14,75.9
9,JUL,1987,11.30,24.9,13.8,  1.30, 1.33,194.4,64.49,80.7
10,JUL,1987,11.80,25.4,10.6,  0.00, 1.14,182.4,61.68,79.7
11,JUL,1987,13.20,28.1,10.6,  0.00, 3.78,196.8,81.31,68.4
12,JUL,1987, 5.20,25.6,11.0,  0.00, 1.72,223.2,31.78,  79
13,JUL,1987,12.30,30.0,13.2,  0.00, 3.73,208.8,83.18,64.5
14,JUL,1987,11.30,31.0,14.0,  0.00, 3.42,170.4,89.72,68.5
15,JUL,1987,14.10,30.6,12.9,  0.00, 3.95,213.6,93.46,59.9
16,JUL,1987,13.70,30.2,13.0,  0.00, 5.79,266.4,90.65,  60
17,JUL,1987,13.80,30.4,13.6,  0.00, 5.27,256.8,91.67,60.3
18,JUL,1987,14.10,30.4,13.2,  0.00, 4.49,  228,91.67,67.4
19,JUL,1987,14.20,25.2,13.2,  0.00, 4.59,278.4,89.81,71.1
20,JUL,1987,13.50,27.9,10.6,  0.00,  3.3,112.8,82.41,73.9
21,JUL,1987,11.90,24.8,10.9,  0.00, 3.65,  228,62.04,80.8
22,JUL,1987,11.50,24.6,12.2,  0.00, 3.88,247.2,57.41,75.9
23,JUL,1987,14.00,27.6, 9.8,  0.00, 3.64,256.8,79.63,71.7
24,JUL,1987,14.00,28.4,10.0,  0.00, 4.48,  264,86.11,65.9
25,JUL,1987,14.50,28.0,11.8,  0.00, 4.79,285.6,90.83,63.7
26,JUL,1987,14.60,28.4,10.2,  0.00, 3.89,  216,91.74,61.9
27,JUL,1987,13.90,29.9,10.6,  0.00, 4.78,196.8,88.99,63.9
28,JUL,1987,15.10,29.9,10.9,  0.00, 4.49,225.6,92.66,64.4
29,JUL,1987,14.40,30.2,11.9,  0.15, 5.57,350.4,88.07,50.5
30,JUL,1987, 9.50,19.4,15.4,  0.00, 4.89,482.4,41.28,72.4
31,JUL,1987,12.30,19.0,10.4,  0.00, 3.35,328.8,52.29,70.2
1,AGO,1987,16.20,22.0, 8.4,  0.00, 4.92,309.6,92.73,  68
2,AGO,1987,16.70,25.0, 6.2,  0.00, 3.64,172.8,84.55,62.7
3,AGO,1987,15.40,24.2, 6.9,  0.00, 6.27,235.2,85.45,61.8
4,AGO,1987,14.40,26.4, 7.9,  0.00, 2.87,129.6,89.09,67.5
5,AGO,1987,13.90,29.6, 8.9,  0.40, 4.76,283.2,   80,56.1
6,AGO,1987, 1.30,17.2,16.0,  3.20, 2.14,352.8, 0.91,88.7
7,AGO,1987,14.80,15.2, 6.9,  0.00,  3.4,256.8,66.67,67.4
8,AGO,1987,16.90,19.8, 2.2,  0.00, 2.96,  168,91.89,65.1
9,AGO,1987,17.10,23.2, 2.6,  0.00, 3.44,148.8,91.89,61.5
10,AGO,1987,16.10,28.4, 4.4,  0.00, 4.35,182.4,87.39,57.6
11,AGO,1987,13.70,32.0, 7.8,  0.00, 5.11,254.4,72.07,56.3
12,AGO,1987,12.20,33.4,13.9,  0.00, 5.35,237.6,72.32,53.4
13,AGO,1987,13.00,33.9,15.0,  0.00, 5.68,230.4,81.25,60.1
14,AGO,1987,13.70,33.6,13.9,  0.00, 6.03,223.2,86.61,48.6
15,AGO,1987,15.70,33.4,13.2,  0.00, 7.33,273.6,88.39,47.4
16,AGO,1987,13.10,33.2,13.2,  0.40, 5.96,208.8,74.11,47.7
17,AGO,1987,11.80,27.9,13.8,  0.00, 6.05,266.4,68.75,72.2
18,AGO,1987,15.50,24.4,12.2,  0.00, 5.24,285.6,73.45,71.4
19,AGO,1987, 4.40,17.8,11.0,  0.00, 0.85,  132, 7.96,87.2
20,AGO,1987,14.20,22.4, 9.2,  0.00, 4.58,268.8,57.52,66.9
21,AGO,1987,19.50,21.6, 5.8,  0.00, 5.59,  324,92.92,64.9
22,AGO,1987,14.80,21.2, 8.0,  0.00, 5.18,386.4,91.15,65.3
23,AGO,1987,18.70,25.8, 8.4,  0.00, 5.38,  240,91.23,59.9
24,AGO,1987,16.70,27.2, 9.2,  0.00, 5.34,187.2,86.84,61.4
25,AGO,1987,14.60,30.0, 8.8,  0.00, 4.19,182.4,77.19,57.2
26,AGO,1987,13.20,30.8, 9.4,  0.00, 4.68,172.8,67.54,59.6
27,AGO,1987,13.40,31.6,12.9,  0.00, 4.13,146.4, 71.3,63.5
28,AGO,1987,15.60,34.2,13.6,  0.00, 6.42,218.4,80.87,51.5
29,AGO,1987,16.10,34.2,14.2,  0.00, 8.87,280.8,83.48,33.1
30,AGO,1987,13.80,30.2,14.9,  1.30, 5.72,338.4,62.61,60.2
31,AGO,1987, 7.50,19.4, 5.4,  0.60, 2.97,352.8,13.91,  79
1,SET,1987,16.40,26.8,11.4,  0.00, 5.81,244.8,79.31,  59
2,SET,1987,15.30,31.8,12.6,  0.00, 8.35,381.6,72.41,36.8
3,SET,1987, 6.50,26.4,13.4,  0.00, 4.09,201.6,33.62,59.9
4,SET,1987,20.50,26.1, 9.2,  0.00, 6.25,259.2,88.79,  47
5,SET,1987, 8.40,20.2, 8.8,  3.90, 2.17,  288,24.14,78.5
6,SET,1987,12.00,24.5,11.0,  0.30, 4.31,242.4,29.91,68.2
7,SET,1987, 8.90,22.4,13.3,  1.00, 1.78,177.6,23.08,72.9
8,SET,1987,16.10,26.6,13.4,  0.00, 4.53,247.2,59.83,61.5
9,SET,1987,18.50,31.2,13.0,  0.00, 5.65,247.2,83.76,52.2
10,SET,1987,16.00,34.6,15.2,  2.90, 5.47,295.2,72.03,  54
11,SET,1987, 4.40,20.2,18.2,  1.40, 2.15,304.8,    0,83.9
12,SET,1987,13.30,22.8,13.9,  0.00, 3.14,297.6, 3.39,73.2
13,SET,1987,16.00,29.4,13.0,  0.00, 3.53,  144,74.58,61.4
14,SET,1987,18.40,32.4,14.2,  0.00, 6.51,304.8, 82.2,52.6
15,SET,1987,20.00,35.6,16.6,  0.00, 9.86,321.6,85.71,39.7
16,SET,1987,14.00,26.8,18.6,  0.00, 5.84,362.4,35.29,67.9
17,SET,1987,15.70,25.2,15.8, 10.00, 4.56,331.2,49.58,75.2
18,SET,1987, 3.10,18.0,14.8, 12.80,  -99,160.8,    0,  92
19,SET,1987,11.10,23.2,14.4,  0.00, 2.26,326.4,   10,  82
20,SET,1987,17.90,22.0,12.2,  7.10, 4.17,326.4, 42.5,69.7
21,SET,1987, 4.60,19.2,13.2, 26.30,  -99,194.4, 5.83,91.9
22,SET,1987,15.80,23.8,13.0,  3.70, 4.21,307.2,46.67,70.8
23,SET,1987, 5.80,19.4,13.0,  0.00, 1.39,172.8,    0,80.5
24,SET,1987,16.60,22.6,13.2,  0.00, 3.99,261.6,37.19,67.4
25,SET,1987,23.20,25.4, 9.4,  0.00, 5.51,  156,83.47,52.9
26,SET,1987,23.20,30.8, 9.2,  0.00, 5.93,230.4,88.43,49.7
27,SET,1987,19.30,32.2,10.2,  3.50, 7.68,350.4,74.38,68.5
28,SET,1987,19.50,28.0,14.4,  0.00, 6.36,254.4,77.05,71.2
29,SET,1987,19.60,31.0,12.4,  0.00, 5.02,218.4,78.69,70.2
30,SET,1987,18.90,33.8,14.6,  0.00, 7.97,271.2,81.15,47.7
1,OUT,1987, 5.60,27.4,17.9,  8.00, 1.95,  300,  4.1,  76
2,OUT,1987, 6.70,19.5,15.6,  0.00, 3.08,436.8,  6.5,  75
3,OUT,1987,22.30,25.1,10.8,  0.00,  7.2,446.4,86.99,  62
4,OUT,1987,20.60,29.2,11.0,  0.00,  5.7,  192,83.74,  57
5,OUT,1987,16.40,29.4,13.9, 30.60,  -99,  276,51.22,  74
6,OUT,1987,17.00,27.8,16.6,  0.20, 5.41,230.4, 87.8,  71
7,OUT,1987,17.30,27.6,15.0,  0.00, 4.46,187.2,60.48,  69
8,OUT,1987,20.60,30.5,14.0,  0.00, 5.95,170.4,73.39,  59
9,OUT,1987,19.30,32.0,16.0,  0.00,  6.6,187.2,85.48,  56
10,OUT,1987,21.50,33.4,16.1,  0.00, 7.35,  180,89.52,  54
11,OUT,1987,21.70,35.6,15.0,  0.00, 8.14,  192, 87.2,  44
12,OUT,1987,19.20,26.4,15.2,  0.00, 7.07,177.6, 76.8, -99
13,OUT,1987,17.20,33.7,17.8,  0.00, 7.59,379.2,   48, -99
14,OUT,1987,15.80,27.4,18.0,  0.00, 6.39,321.6, 49.6,  69
15,OUT,1987,19.10,34.2,18.0,  0.00,  5.4,139.2, 67.2,  63
16,OUT,1987,16.70,35.2,20.0,  6.60, 8.72,285.6,57.94,  63
17,OUT,1987,19.00,33.4,20.4,  0.00, 7.03,  204,61.11,  64
18,OUT,1987,20.30,36.0,17.0,  0.30, 7.38,295.2,63.49,  61
19,OUT,1987, 3.40,22.0,18.2,  9.50, 1.45,218.4, 0.79,  89
20,OUT,1987, 4.30,19.2,17.0,  1.50, 1.84,249.6,    0,  86
21,OUT,1987, 8.80,22.4,15.6,  0.00, 1.36,211.2,78.74,  86
22,OUT,1987,20.00,28.0,14.8,  0.00, 6.56,271.2,70.08,  67
23,OUT,1987,22.80,30.8,15.0,  0.00, 7.63,261.6,    0,  61
24,OUT,1987, 6.10,25.2,18.0,  7.10, 0.97,153.6,    0,  82
25,OUT,1987,15.00,29.2,19.0,  0.10, 5.01,319.2,30.71,  70
26,OUT,1987,20.20,32.2,19.6,  0.00, 7.92,201.6,80.47,  64
27,OUT,1987,18.20,32.8,20.4,  0.00, 4.42,  180,42.19,  66
28,OUT,1987,18.90,32.2,20.2,  0.70, 7.55,213.6,56.25,  72
29,OUT,1987,17.50,30.6,19.8,  2.40, 6.01,230.4,46.09,  77
30,OUT,1987,18.80,29.4,17.6,  0.00, 6.83,268.8,51.56,  63
31,OUT,1987,25.80,32.1,13.8,  0.00,11.07,295.2,91.47,  44
1,NOV,1987,26.30,31.7,13.8,  0.00, 9.75,309.6, 87.6,  56
2,NOV,1987,26.70,32.0,13.0,  0.00,  9.3,259.2,88.37,  56
3,NOV,1987,25.50,33.1,13.4,  0.00,11.57,  228,86.82,  47
4,NOV,1987,23.10,35.0,14.2,  0.00, 8.55,175.2,83.72,  47
5,NOV,1987,19.30,36.2,16.2,  3.70, 8.53,357.6,57.36,  63
6,NOV,1987, 9.40,25.2,20.4,  4.40, 1.62,  192,    0,  86
7,NOV,1987,11.90,28.6,19.9,  0.00, 2.53,  180, 6.15,  77
8,NOV,1987,20.90,32.8,19.2,  0.00, 6.32,  156,67.69,  72
9,NOV,1987,21.00,32.2,19.2,  0.00, 9.75,422.4,50.77,  68
10,NOV,1987,20.50,28.8,17.2,  0.00, 8.73,  492,75.38,  67
11,NOV,1987,21.20,31.2,18.0,  0.00, 9.62,405.6,74.62,  65
12,NOV,1987,21.50,31.2,16.6,  0.00, 8.53,369.6,76.34,  64
13,NOV,1987,21.40,32.2,17.2, 27.40,  -99,283.2, 68.7,  66
14,NOV,1987, 7.40,23.8,19.2, 27.00,  -99,268.8,    0,  89
15,NOV,1987, 6.60,24.2,19.4, 25.30,  -99,259.2,    0,  89
16,NOV,1987,19.70,30.2,19.6,  0.20, 6.16,208.8,58.78,  74
17,NOV,1987,25.80,31.2,17.4,  0.00,    8,172.8, 91.6,  60
18,NOV,1987,22.00,32.8,16.6,  0.00, 8.65,199.2,87.88,  53
19,NOV,1987,21.70,33.8,18.4,  0.00, 8.73,199.2,84.85,  58
20,NOV,1987,20.50,33.3,17.0,  1.70, 7.98,  204,71.97,  64
21,NOV,1987,20.30,32.8,17.8,  0.00,  6.8,256.8,68.18,  74
22,NOV,1987,10.80,30.2,17.8,  0.00,  7.7,302.4,65.91,  72
23,NOV,1987,23.40,30.2,16.0,  0.00, 9.72,297.6,78.79,  68
24,NOV,1987,19.60,32.0,15.4, 15.90, 5.85,220.8, 69.7,  76
25,NOV,1987,13.10,28.8,17.0,  6.10, 4.45,206.4,28.79,  80
26,NOV,1987,18.70,30.6,19.2,  1.60, 5.59,223.2,65.41,  80
27,NOV,1987,23.60,30.6,18.2,  0.00, 8.15,184.8,77.44,  66
28,NOV,1987,21.20,30.4,17.4,  0.00, 7.75,244.8,84.96,  66
29,NOV,1987,24.20,32.6,16.6,  0.00, 8.74,175.2,88.72,  55
30,NOV,1987,21.90,33.8,17.4,  0.00, 9.18,165.6,73.68,  60
1,DEZ,1987,20.80,34.8,18.5,  0.00, 8.16,160.8,83.46,  60
2,DEZ,1987,21.60,33.9,19.6, 34.30,  -99,242.4,68.42,  71
3,DEZ,1987,20.60,31.6,17.4,  5.70, 7.19,218.4,62.41,  74
4,DEZ,1987,11.50,27.7,19.8, 26.70,  -99,  300, 4.51,  87
5,DEZ,1987,11.80,28.3,19.8,  0.50, 1.98,230.4, 7.52,  85
6,DEZ,1987,12.30,27.7,20.6,  8.30, 5.73,225.6,15.04,  84
7,DEZ,1987,20.30,30.6,18.0,  0.00, 7.63,273.6,75.94,  69
8,DEZ,1987,21.90,32.5,17.3,  1.10, 7.35,  156,68.66,  68
9,DEZ,1987,20.40,30.6,19.4,  0.00, 7.33,304.8,61.94,  73
10,DEZ,1987,17.60,31.2,21.0,  0.00, 7.19,319.2,38.06,  73
11,DEZ,1987,18.20,33.0,19.1,  0.00, 7.15,211.2,76.87,  68
12,DEZ,1987,15.90,30.3,20.6,  9.40, 5.66,232.8,39.55,  82
13,DEZ,1987,17.90,27.3,19.8,  0.00, 5.93,388.8,26.87,  77
14,DEZ,1987,23.30,31.0,17.6,  0.00, 9.91,  324,85.07,  68
15,DEZ,1987,25.60,32.6,16.9,  0.00, 8.84,259.2,87.31,  63
16,DEZ,1987,21.90,32.7,18.6,  0.00, 8.08,316.8,79.85,  67
17,DEZ,1987,14.60,30.0,18.7, 42.40,  -99,326.4,11.94,  80
18,DEZ,1987, 6.70,25.8,19.7, 18.60,  -99,  264,    0,  88
19,DEZ,1987,16.90,26.0,19.0,  0.00, 5.16,  324, 40.3,  74
20,DEZ,1987,19.40,30.8,16.9,  6.20, 6.66,194.4,76.12,  73
21,DEZ,1987,20.60,31.3,18.4,  0.20, 8.74,225.6, 70.9,  72
22,DEZ,1987,25.10,29.2,17.1,  0.00, 8.83,  288, 70.9,  65
23,DEZ,1987,23.90,29.2,16.2,  0.00, 9.24,340.8,91.04,  64
24,DEZ,1987,19.50,29.9,15.8,  0.00, 7.29,292.8,81.34,  67
25,DEZ,1987,22.40,31.5,15.2,  0.00, 8.39,249.6,86.57,  66
26,DEZ,1987,21.40,32.6,16.3,  0.00, 7.97,208.8,76.87,  66
27,DEZ,1987,21.60,32.5,18.0,  1.70, 7.08,182.4,63.43,  67
28,DEZ,1987,15.50,31.1,18.6,  1.90, 6.48,201.6,26.12,  80
29,DEZ,1987,18.90,33.5,20.8, 11.90, 9.56,184.8,47.01,  74
30,DEZ,1987,10.20,29.4,20.9, 10.10, 3.65,  132,10.45,  85
31,DEZ,1987,16.40,31.4,22.0, 11.50, 8.33,206.4,38.81,  80
1,JAN,1988,25.60,31.6,21.2, 0.0,10.32,  312,86.57,62
2,JAN,1988,22.10,32.0,19.2, 0.0, 7.83,  276,68.66,65
3,JAN,1988,21.10,32.6,17.8, 0.0, 6.72,  204,64.93,65
4,JAN,1988,20.70,33.0,19.2, 0.0, 8.55,  216,64.66,69
5,JAN,1988,16.70,32.4,20.8,33.9,  -99,266.4,44.36,74
6,JAN,1988, 7.70,26.0,20.8,66.0,  -99,184.8,    0,90
7,JAN,1988,13.50,27.2,20.4, 0.0, 4.48,261.6,12.78,78
8,JAN,1988, 4.60,22.8,17.8, 0.5, 0.73,160.8,    0,88
9,JAN,1988,15.90,26.8,18.7,17.1, 4.03,199.2,45.11,83
10,JAN,1988,16.30,29.4,17.8, 7.8, 4.87,172.8,36.09,83
11,JAN,1988,21.20,31.2,16.2, 0.0, 7.33,151.2,68.42,71
12,JAN,1988,20.60,31.6,16.6, 0.0, 5.95,  168,83.46,70
13,JAN,1988,22.30,32.6,19.4, 0.1, 7.04,  240,83.46,69
14,JAN,1988,19.50,32.8,21.4, 0.0, 7.92,220.8, 79.7,70
15,JAN,1988,16.90,33.0,21.9, 1.0,  6.2,  156,47.37,78
16,JAN,1988,21.50,34.4,20.6, 0.4, 7.79,  192,82.58,69
17,JAN,1988,22.00,35.4,21.0, 0.0, 7.63,163.2,78.03,70
18,JAN,1988,21.30,36.0,21.2, 3.2,10.73,  240,70.45,68
19,JAN,1988,20.90,35.4,20.8, 0.0, 7.63,206.4,77.27,66
20,JAN,1988,21.40,35.8,21.6, 0.0, 7.58,163.2,87.12,67
21,JAN,1988,14.20,33.4,23.0, 6.8, 8.39,211.2,46.21,80
22,JAN,1988,17.90,34.2,20.6, 0.0, 7.87,199.2,74.24,71
23,JAN,1988,15.30,34.1,17.0, 4.5, 7.17,  204,36.36,77
24,JAN,1988,14.70,32.2,21.2, 1.1, 4.73,196.8,41.22,81
25,JAN,1988,17.70,34.0,20.0,38.4,  -99,163.2, 31.3,75
26,JAN,1988,22.10,34.6,19.4, 0.0, 7.25,175.2,83.21,70
27,JAN,1988,18.20,34.8,20.4, 0.0, 7.14,182.4,54.96,69
28,JAN,1988,21.60,34.8,21.6, 0.0, 8.46,189.6,72.52,72
29,JAN,1988,13.60,34.6,21.8, 4.5,  6.1,  192,29.01,72
30,JAN,1988,20.40,32.4,20.8, 0.0, 7.37,213.6,71.54,76
31,JAN,1988,18.50,33.2,20.4, 0.0, 7.91,199.2,65.38,69
1,FEV,1988,16.60,29.6,20.2, 0.0, 8.06,304.8,29.23,71
2,FEV,1988,14.70,30.0,20.0, 0.0, 6.91,292.8,40.77,72
3,FEV,1988,18.30,32.6,16.8, 0.0, 6.78,196.8,75.38,71
4,FEV,1988,12.00,31.4,17.6,21.1, 7.13,163.2,45.38,82
5,FEV,1988, 9.00,27.6,18.4, 0.0, 3.46,292.8,  9.3,78
6,FEV,1988,12.40,28.8,18.6, 0.0, 4.13,196.8,26.36,81
7,FEV,1988,12.90,27.8,18.4, 8.3, 4.24,  276,  9.3,81
8,FEV,1988, 6.90,25.6,18.6, 1.9, 2.25,153.6, 4.65,87
9,FEV,1988,10.70,28.8,18.2,86.7,  -99,139.2,14.73,81
10,FEV,1988, 7.50,26.6,18.4, 6.4,  1.8,136.8, 5.43,87
11,FEV,1988,12.90,26.2,18.4, 0.0, 4.39,292.8,16.41,79
12,FEV,1988,18.90,29.4,16.4, 0.0, 6.35,  300,69.53,72
13,FEV,1988,18.80,32.2,16.8,39.2,  -99,199.2,76.56,71
14,FEV,1988,15.10,30.5,18.0, 1.1, 3.93,196.8,45.31,82
15,FEV,1988,16.80,31.6,20.1, 0.7, 5.38,170.4,67.97,74
16,FEV,1988,13.80,30.9,20.5,12.4, 4.81,146.4,33.86,79
17,FEV,1988,17.90,30.2,20.4, 1.3, 6.53,218.4,63.78,78
18,FEV,1988,16.60,31.8,20.4, 0.0, 5.89,165.6,77.17,76
19,FEV,1988, 8.30,30.4,21.2,18.5,  -99,  240,19.69,86
20,FEV,1988, 5.80,26.8,20.2, 1.5, 1.41,  180, 1.57,87
21,FEV,1988,19.50,32.8,18.2, 3.0, 6.67,232.8,70.63,73
22,FEV,1988,19.45,31.4,19.0, 0.0, 7.56,223.2,68.25,72
23,FEV,1988,19.40,32.8,18.8, 0.0, 7.14,194.4,84.13,71
24,FEV,1988,18.20,32.6,17.6, 0.0, 5.29,163.2,68.25,74
25,FEV,1988,18.70,33.4,19.2,66.6,  -99,  144,68.25,74
26,FEV,1988,12.70,31.2,19.2, 0.0, 3.46,  132, 20.8,80
27,FEV,1988,16.00,32.2,19.8,19.1, 7.81,172.8, 52.8,77
28,FEV,1988,15.00,32.0,19.8,15.5, 7.33,105.6,   36,83
29,FEV,1988,13.10,32.2,19.8,25.0,  -99,189.6, 19.2,81
1,MAR,1988,14.20,32.0,19.8,26.5,  -99,206.4, 43.2,84
2,MAR,1988,17.70,30.2,20.2,36.3,  -99,184.8,41.94,83
3,MAR,1988,13.50,29.8,20.6, 1.7, 3.41,153.6,26.61,84
4,MAR,1988,13.00,30.7,21.2, 0.0, 5.66,  216,41.13,75
5,MAR,1988,16.50,31.0,19.6, 7.7, 4.39,139.2,79.84,76
6,MAR,1988,17.20,32.0,20.1, 0.0, 6.09,194.4,79.67,75
7,MAR,1988,14.10,31.6,21.0, 0.0, 7.39,285.6,60.98,72
